CensusNo|Name|Address|Telephone|Province|District|Zone|Division
00291|WP HO KAHAHENA BORALUGODA M V|KAHAHENA WAGA|0362252088|1. Western|Colombo|Homagama|Hanwella
00292|WAGA SRI RATHANASARA M.V.|THUMMODARA|0362252000|1. Western|Colombo|Homagama|Paddukka
00294|WP HO ILUKOWITA K V|THUMMODARA|0365682604|1. Western|Colombo|Homagama|Hanwella
00296|WP HO WELIKANNA ROMAN CATHOLIC K V|WELIKANNA WAGA|0718039562|1. Western|Colombo|Homagama|Hanwella
00298|W P HO KADUGODA K V|KADUGODA WAGA|0775005310|1. Western|Colombo|Homagama|Hanwella
00299|KOSGAMA SUMEDHA V.|KOSGAMA|0362253998|1. Western|Colombo|Homagama|Hanwella
00305|WP HO PUWAKPITIYA SOUTH K V|PUWAKPITIYA|0363367800|1. Western|Colombo|Homagama|Hanwella
00306|WP HO PUWAKPITIYA ROMAN CATHOLIC K V|PUWAKPITIYA|0362234055|1. Western|Colombo|Homagama|Hanwella
00310|WP HO AVISSAWELLA JANADHIPATHI V|KUDAGAMA ROAD AVISSAWELLA|0362230383|1. Western|Colombo|Homagama|Hanwella
00312|WP HO PUWAKPITIYA C C TAMIL M V|PUWAKPITIYA|0362232536|1. Western|Colombo|Homagama|Hanwella
00315|WP HO WAGAWATHTHA TAMIL K V|THUMMODARA|0113061029|1. Western|Colombo|Homagama|Hanwella
00316|HANWELLA RAJASINGHE CENTRAL COLLEGE|HANWELLA|0362255015|1. Western|Colombo|Homagama|Hanwella
00317|WP/HO/SIRI PIYARATHANA CENTRAL COLLEGE|COLOMBO ROAD, PADUKKA.|0112859116|1. Western|Colombo|Homagama|Paddukka
00318|WP/HO/PINNAWALA RAJAPOLA M.V.|PINNAWALA, WAGA.|0113074363|1. Western|Colombo|Homagama|Paddukka
00319|WP/HO/BOPE RAJASINGHE MAHA VIDYALAYA|BOPE, PADUKKA.|0112759611|1. Western|Colombo|Homagama|Paddukka
00320|WP HO MAYADUNNA M V|HANWELLA|0362254773|1. Western|Colombo|Homagama|Hanwella
00321|WP/HO/MALAGALA MAHA VIDYALAYA|MALAGALA, PADUKKA.|0114933225|1. Western|Colombo|Homagama|Paddukka
00323|WP HO SIRI SUMANAJOTHI M V|THUNNANA HANWELLA||1. Western|Colombo|Homagama|Hanwella
00324|WP HO PAHALA HANWELLA K V|PAHALA HANWELLA HANWELLA|0114915428|1. Western|Colombo|Homagama|Hanwella
00325|WP HO PAHATHGAMA ROMAN CATHOLIC JUNIOR SCHOOL|PAHATHGAMA HANWELLA|0365686481|1. Western|Colombo|Homagama|Hanwella
00327|WP HO DIDDENIYA K V|DIDDENIYA HANWELLA|0714108399|1. Western|Colombo|Homagama|Hanwella
00335|GALAGEDARA K.V.|GALAGEDARA'PADUKKA||1. Western|Colombo|Homagama|Paddukka
00336|MAWATHGAMA MODAL JUNIOR SCHOOL|MAWATHGAMA PADUKKA|0722964242|1. Western|Colombo|Homagama|Hanwella
00337|GALAGEDARA MUSLIM K.V.|"GALAGEDARA""PADUKKA"||1. Western|Colombo|Homagama|Paddukka
00349|WP/HO/HOMAGAMA CENTRAL COLLEGE|COURTS ROAD, HOMAGAMA.|0112855408|1. Western|Colombo|Homagama|Homagama
00350|MEEGODA M V|MEEGODA|0112892702|1. Western|Colombo|Homagama|Homagama
00351|WETHARA M V|POLGASOWITA|0112170545|1. Western|Colombo|Homagama|Homagama
00352|WIJAYAWARDANA M V|KIRIWATHTHUDUWA|0113073425|1. Western|Colombo|Homagama|Homagama
00353|PITIPANA M V|PITIPANA NORTH HOMAGAMA|0112755699|1. Western|Colombo|Homagama|Homagama
00354|JALTHARA  M V|JALTHARA HANWELLA|0113173772|1. Western|Colombo|Homagama|Homagama
00355|WP/HO/SRI PARACKRAMA MAHA VIDYALAYA|PANAGODA, HOMAGAMA|0112751899|1. Western|Colombo|Homagama|Homagama
00356|MADOLUWAWA MAHA VIDYALAYA|MADULUWAWA,PADUKKA||1. Western|Colombo|Homagama|Paddukka
00357|MULLEGAMA M V|MULLEGAMA HOMAGAMA||1. Western|Colombo|Homagama|Homagama
00359|WP/HO/MATHTHEGODA VIDYADEEPA M.V.|MATHTHEGODA, PANNIPITIYA|0112845909|1. Western|Colombo|Homagama|Homagama
00360|DEEPANGODA SRI MEDANANDA M V|BRAHMANAGAMA PANNIPITIYA||1. Western|Colombo|Homagama|Homagama
00361|WP/HO/MAGAMMANA MAHA VIDYALAYA|MAGAMMANA, HOMAGAMA.|0112754086|1. Western|Colombo|Homagama|Homagama
00366|SIRIPATHI VIDYALAYA|AMBALANGODA POLGASOWITA||1. Western|Colombo|Homagama|Homagama
00367|KIRIWATHTHUDUWA JAYATHILAKA VIDYALAYA|KIRIWATHTHUDUWA||1. Western|Colombo|Homagama|Homagama
00371|WP/HO/HOMAGAMA MAHA VIDYALAYA|ATHURUGIRIYA ROAD, HOMAGAMA|0112855637|1. Western|Colombo|Homagama|Homagama
00375|PANALUWA K V|ARTIGALA ROAD WATAREKA PADUKKA|0113031988|1. Western|Colombo|Homagama|Homagama
00379|WP/HO/MEEGODA DHARMARAJA V.|MEEGODA.|0112184151|1. Western|Colombo|Homagama|Homagama
00380|LENAGALA K V|LENAGALA DEDIGAMUWA||1. Western|Colombo|Homagama|Homagama
00381|HABARAKADA K V|HABARAKADA HOMAGAMA|0112173052|1. Western|Colombo|Homagama|Homagama
00383|MAWATHGAMA K V|MAWATHAGAMA|0112098670|1. Western|Colombo|Homagama|Homagama
00387|ARTIGALA  K V|ARTIGALA  HANWELLA||1. Western|Colombo|Homagama|Homagama
00391|SUBHARATHI MAHAMATHYA M V|GODAGAMA  HOMAGAMA|0112750955|1. Western|Colombo|Homagama|Homagama
00392|PRESIDENT COLLEGE HOMAGAMA|KATUWANA ROAD HOMAGAMA|0112857877|1. Western|Colombo|Homagama|Homagama
00394|DHARMAPALA V.|PANNIPITIYA.|0112850210|1. Western|Colombo|Sri Jaya' pura|Maharagama
00395|VIDYAKARA B.V|MAHARAGAMA.|0112850263|1. Western|Colombo|Sri Jaya' pura|Maharagama
00396|KOTTAWA ANANDA M.V.|KOTTAWA, PANNIPITIYA.|0112850527|1. Western|Colombo|Sri Jaya' pura|Maharagama
00397|BUWANEKABA M.V.|MAHARAGAMA.|0112850373|1. Western|Colombo|Sri Jaya' pura|Maharagama
00398|MAHARAGAMA M.M.V.|GAMMANA ROAD., MAHARAGAMA.|0112850054|1. Western|Colombo|Sri Jaya' pura|Maharagama
00399|VIDYADANA M.V.|KOTTAWA, PANNIPITIYA|0112847777|1. Western|Colombo|Sri Jaya' pura|Maharagama
00401|MADIWELA SRI RAHULA M.V.|MADIWELA, KOTTE|0115246690|1. Western|Colombo|Sri Jaya' pura|Maharagama
00403|RUKMALE M.V.|RUKMALE, PANNIPITIYA|0112189255|1. Western|Colombo|Sri Jaya' pura|Maharagama
00404|MAHAMAYA B.V.|PEPILIYANA RD., NUGEGODA.|0112822855|1. Western|Colombo|Sri Jaya' pura|Maharagama
00408|UDAHAMULLA SIDDHARTHA M.V.|THALAPATHPITIYA, NUGEGODA.|0112836232|1. Western|Colombo|Sri Jaya' pura|Maharagama
00410|KOTTAWA DHARMAPALA M.V.|HORANA RD, KOTTAWA.|0112782856|1. Western|Colombo|Sri Jaya' pura|Maharagama
00411|KOTTAWA NORTH DHARMAPALA V.|HOKANDARA ROAD., PANNIPITIYA.|0112848241|1. Western|Colombo|Sri Jaya' pura|Maharagama
00412|PAMUNUWA K.V.|PAMUNUWA, MAHARAGAMA.||1. Western|Colombo|Sri Jaya' pura|Maharagama
00417|PRESIDENT'S COLLGE|MAHARAGAMA|0112850413|1. Western|Colombo|Sri Jaya' pura|Maharagama
00418|PILIYANDALA CENTRAL COLLEGE|PILIYANDALA|0112614289|1. Western|Colombo|Piliyandala|Kesbewa
00419|MAMPE DHARMARAJA M.V.|MAMPE,PILIYANDALA|0112617700|1. Western|Colombo|Piliyandala|Kesbewa
00420|DHARMASENA ATTYGALA BALIKA VIDYALAYA|KESBEWA|0112703576|1. Western|Colombo|Piliyandala|Kesbewa
00421|PHILLIP ATTYGALLE M V|MADAPATHA|0112707377|1. Western|Colombo|Piliyandala|Kesbewa
00422|BORALASGAMUWA MAHA VIDYALAYA|BORALASGAMUWA|0112150431|1. Western|Colombo|Piliyandala|Kesbewa
00426|VIDYALOKA M.V.|AREWWALA PANNIPITIYA|0112851140|1. Western|Colombo|Piliyandala|Kesbewa
00429|BOKUNDARA MAHINDA VIDYALAYA|BOKUNDARA,PILIYANDALA|0112708578|1. Western|Colombo|Piliyandala|Kesbewa
00430|DELTHARA JUNIOR SCHOOL|DELTHARA PILIYANDALA||1. Western|Colombo|Piliyandala|Kesbewa
00431|MAKULUDUWA NEW MODEL SCHOOL|MAKULUDUWA,PILIYANDALA|0115761311|1. Western|Colombo|Piliyandala|Kesbewa
00432|ANANDA SAMARAKOON VIDYALAYA|WEWALA,PILIYANDALA|0112614650|1. Western|Colombo|Piliyandala|Kesbewa
00433|BATUWANDARA JUNIOR SCHOOL|BATUWANDARA,MADAPATHA|0112620258|1. Western|Colombo|Piliyandala|Kesbewa
00434|SRI PAGNGNANANDA VIDYALAYA|KAHAPOLA,MADAPATHA||1. Western|Colombo|Piliyandala|Kesbewa
00436|MAKANDANA SRI SUDARSHANA MODEL SCHOOL|MAKANDANA MADAPATHA|0112620535|1. Western|Colombo|Piliyandala|Kesbewa
00437|RATTANAPITIYA ANANDA NEW MODEL SCHOOL|RATTANAPITIYA,BORALASGAMUWA|0112545591|1. Western|Colombo|Piliyandala|Kesbewa
00440|EAST ARAWWALA DHARMAPALA MAHA VIDYALAYA|PANNIPITIYA|0112746466|1. Western|Colombo|Piliyandala|Kesbewa
00443|SIR JOHN KOTHALAWALA M.V.|PILIYANDALA|0112604239|1. Western|Colombo|Piliyandala|Kesbewa
00447|SUNETHRADEVI BALIKA M.V.|PEPILIYANA,BORALESGAMUWA|0112718650|1. Western|Colombo|Piliyandala|Kesbewa
00449|HERMANN GMEINER SCHOOL|P O BOX 05,PILIYANDALA|0112703440|1. Western|Colombo|Piliyandala|Kesbewa
00450|SRI CHANDRARATHNA MANAWASINGHE V.|AMBAGAHAPURA, MAHARAGAMA.|0112519288|1. Western|Colombo|Sri Jaya' pura|Maharagama
00451|COLOMBO HINDU COLLEGE|BORUPANA ROAD, RATMALANA|0112622993|1. Western|Colombo|Piliyandala|Dehiwala
00452|PROF.EDIRIWEERA SARATHCHANDRA VIDYALAYA|HIBUTANA - MULLERIYAWA NEW TOWN|0112418563|1. Western|Colombo|Sri Jaya' pura|Kolonnawa
00457|MAHINDA RAJAPAKSHA COLLEGE|PITIPANA, HOMAGAMA|0112755577|1. Western|Colombo|Homagama|Homagama
00464|WP/HO/SUNEETHA VIDYALAYA|WATAREKA, PADUKKA.|0714487422|1. Western|Colombo|Homagama|Homagama
01001|ST.ANTHONY'S M.V.|WATTALA|0112930344|1. Western|Gampaha|Kelaniya|Wattala
01002|ST.ANNE'S B.M.V.|WATTALA|0112930500|1. Western|Gampaha|Kelaniya|Wattala
01003|PAMUNUGAMA M.V.|PAMUNUGAMA|0112241736|1. Western|Gampaha|Negombo|Ja-ela
01004|KARUNARATHNA BUDDIST M.V.|MATHTHUMAGALA RAGAMA|0112931787|1. Western|Gampaha|Kelaniya|Wattala
01005|GONSALVEZ M.V.|PAMUNUGAMA|0112242842|1. Western|Gampaha|Negombo|Ja-ela
01006|GOOD SHEPHERD B.M.V.|NAYAKAKANDA,HENDALLA,WATTALA.|0112937217|1. Western|Gampaha|Kelaniya|Wattala
01007|KERAWALAPITIYA VIDYALOKA M.V.|KERAWALAPITIYA WATTALA|0112938401|1. Western|Gampaha|Kelaniya|Wattala
01008|ST.MARY'S M.V.|USWETAKEIYAWA|0112947145|1. Western|Gampaha|Negombo|Ja-ela
01009|HEENKENDA M V|HEENKEND ,RAGAMA|0112957231|1. Western|Gampaha|Kelaniya|Wattala
01010|NAYAKAKANDA BOY'S M.V.|NAYAKAKANDA,HENDALA, WATTALA.|0112940069|1. Western|Gampaha|Kelaniya|Wattala
01011|THELAGAPATHA SRI RATHANAPALA M.V.|THELANGAPATHA ROAD, WATTALA.|0112935225|1. Western|Gampaha|Kelaniya|Wattala
01012|ELAPITIWA CHANDRAWANSA K V|RAGAMA|0112953003|1. Western|Gampaha|Kelaniya|Wattala
01013|ST.MARY'S V.|MABOLA, WATTALA|0112943463|1. Western|Gampaha|Kelaniya|Wattala
01014|SRI SIDDHARTHA K.V.|MABOLA WATTALA|0112945620|1. Western|Gampaha|Kelaniya|Wattala
01016|DICKOVITA SHASTHRALOKA VIDYALAYA|HENDALA,WATTALA|0112938660|1. Western|Gampaha|Kelaniya|Wattala
01019|DELATHURA J.S.V.|DELATHURA, JA-ELA|0112243743|1. Western|Gampaha|Negombo|Ja-ela
01021|MATHTHUMAGALA R.C K.V|RAGAMA|0112952251|1. Western|Gampaha|Kelaniya|Wattala
01026|KRISTHURAJA M.V.|HEKITTHA WATTALA|0112939736|1. Western|Gampaha|Kelaniya|Wattala
01027|PASYALA M.V.|PASYALA|0332285016|1. Western|Gampaha|Minuwangoda|Mirigama
01028|D.S.SENANAYAKA M.M.V.|MIRIGAMA|0332273231|1. Western|Gampaha|Minuwangoda|Mirigama
01029|KADANGAMUWA M.V.|MEERIGAMA|0332273384|1. Western|Gampaha|Minuwangoda|Mirigama
01030|KEENADENIYA M.V.|AMBEPUSSA|0335687056|1. Western|Gampaha|Minuwangoda|Mirigama
01031|SRI SIDDHARTHA M.V.|DANOWITA|0352269073|1. Western|Gampaha|Minuwangoda|Mirigama
01032|PALLEWELA M.V.|PALLEWELA|0332270298|1. Western|Gampaha|Minuwangoda|Mirigama
01033|HAPITIGAMA M.V.|KALELIYA|0718367054|1. Western|Gampaha|Minuwangoda|Mirigama
01034|BANDARANAYAKA M.V|MIRIGAMA|0332276220|1. Western|Gampaha|Minuwangoda|Mirigama
01035|WEWALDENIYA M.V.|WEWALDENIYA|0335612172|1. Western|Gampaha|Minuwangoda|Mirigama
01036|KUMBALOLUWA M.V|VEYANGODA|0332245660|1. Western|Gampaha|Minuwangoda|Mirigama
01037|GANEGODA RAJASINGHE M.V.|BOKALAGAMA|0333555526|1. Western|Gampaha|Minuwangoda|Mirigama
01038|DELWALA SRIMATH OLCOTT M.V.|KITHALLAWALANA|0335686832|1. Western|Gampaha|Minuwangoda|Mirigama
01040|KALELIYA SIRI VIDYAKEERTHI K.V.|KALELIYA|0335686842|1. Western|Gampaha|Minuwangoda|Mirigama
01042|DUDLY SENANAYAKA M.V.|MIRIGAMA|0332273347|1. Western|Gampaha|Minuwangoda|Mirigama
01045|THAWALAMPITIYA M.V.|MIRIGAMA||1. Western|Gampaha|Minuwangoda|Mirigama
01046|DUMUNNEGEDARA K.V|KALELIYA||1. Western|Gampaha|Minuwangoda|Mirigama
01047|DEBAHERA K.V.|NITTAMBUWA||1. Western|Gampaha|Minuwangoda|Mirigama
01048|BALATHAWA K.V.|AMBEPUSSA|0335686804|1. Western|Gampaha|Minuwangoda|Mirigama
01050|BOTHALE K.V.|AMBEPUSSA||1. Western|Gampaha|Minuwangoda|Mirigama
01053|WADURAWA K.V|VEYANGODA||1. Western|Gampaha|Minuwangoda|Mirigama
01054|WEERASOORIYAKANDA K.V.|PASYALA||1. Western|Gampaha|Minuwangoda|Mirigama
01055|HALUGAMA BUDDHIST K.V.|MIRIGAMA|0333728217|1. Western|Gampaha|Minuwangoda|Mirigama
01057|BATALEEYA K.V.|PASYALA||1. Western|Gampaha|Minuwangoda|Mirigama
01060|MALIGATHENNA K.V.|VEYANGODA||1. Western|Gampaha|Minuwangoda|Mirigama
01062|SIRI MIHINDU M.V.|RADAWADUNNA|0332285220|1. Western|Gampaha|Minuwangoda|Mirigama
01063|LOLUWAGODA K.V.|LOLUWAGODA|0335687077|1. Western|Gampaha|Minuwangoda|Mirigama
01064|HANDURUMULLA K.V.|MIRIGAMA|0711856659|1. Western|Gampaha|Minuwangoda|Mirigama
01065|HENEPOLA K.V.|PAMUNUWATTHA||1. Western|Gampaha|Minuwangoda|Mirigama
01067|KUREEKOTUWA K.V.|VEYANGODA|0332245494|1. Western|Gampaha|Minuwangoda|Mirigama
01083|BANDARANAYAKE M.M.V.|VEYANGODA|0332287221|1. Western|Gampaha|Gampaha|Attanagalla
01084|SANGABODHI M.M.V.|NITTAMBUWA|0332287220|1. Western|Gampaha|Gampaha|Attanagalla
01085|ALAWALA M.V.|ALAWALA,VEYANGODA|0332283950|1. Western|Gampaha|Gampaha|Attanagalla
01086|URAPOLA M.M.V.|URAPOLA|0332280374|1. Western|Gampaha|Gampaha|Attanagalla
01087|ELLAKKALA M.V.|ELLAKKALA|0332286852|1. Western|Gampaha|Gampaha|Attanagalla
01088|KALAGEDIHENA M.V.|KALAGEDIHENA|0332287144|1. Western|Gampaha|Gampaha|Attanagalla
01089|KAMBURAGALLA PANNILA ANANDA NAHIMI M.V.|RUGGAHAWILA|0332281113|1. Western|Gampaha|Gampaha|Attanagalla
01090|KITHTHAMMAHARA M.V.|NITTAMBUWA|0335688885|1. Western|Gampaha|Gampaha|Attanagalla
01091|KURUWAMULLA M.V.|WATHURUGAMA|0332278596|1. Western|Gampaha|Gampaha|Attanagalla
01092|NITTAMBUWA BUDDHIST M.V.|NITTAMBUWA|0332288260|1. Western|Gampaha|Gampaha|Attanagalla
01093|PITIYEGEDARA M.V.|BEMMULLA|0332298098|1. Western|Gampaha|Gampaha|Attanagalla
01094|JANADHIPATHI V.|VEYANGODA|0332287219|1. Western|Gampaha|Gampaha|Attanagalla
01095|ST.MARY'S COLLEGE|VEYANGODA|0332287512|1. Western|Gampaha|Gampaha|Attanagalla
01097|SIR BARON JAYATHILAKA K.V.|UDATHUTHTHIRIPITIYA|0714493503|1. Western|Gampaha|Gampaha|Attanagalla
01098|UDUGAHAWALPOLA EKABADA K.V.|RUGGAHAWELA|0332282703|1. Western|Gampaha|Gampaha|Attanagalla
01101|ELUWAPITIYA K.V.|VEYANGODA|0332295398|1. Western|Gampaha|Gampaha|Attanagalla
01103|KURAWALANA K.V.|KAHATOWITA|0332277610|1. Western|Gampaha|Gampaha|Attanagalla
01104|SRI NISSANKA K.V.|KOSKANDAWALA YAKKALA|0335610933|1. Western|Gampaha|Gampaha|Attanagalla
01106|MAYURAPADA K.V.|THIHARIYA KALAGEDIHENA|0335688869|1. Western|Gampaha|Gampaha|Attanagalla
01108|NIKAHETIKANDA K.V.|NIKAHETIKANDA,VEYANGODA|0714188456|1. Western|Gampaha|Gampaha|Attanagalla
01110|BOPAGAMA K.V.|BOPAGAMA,VEYANGODA|0332247325|1. Western|Gampaha|Gampaha|Attanagalla
01111|MATALANA K.V.|MATHALANA,NITTAMBUWA||1. Western|Gampaha|Gampaha|Attanagalla
01112|YATIYANA K.V.|NITTAMBUWA|0335688859|1. Western|Gampaha|Gampaha|Attanagalla
01115|WELIKADAMULLA K.V.|ATTANAGALLA|0335688984|1. Western|Gampaha|Gampaha|Attanagalla
01116|WEERANGULA K.V.|WEERANGULA,YAKKALA|0332277443|1. Western|Gampaha|Gampaha|Attanagalla
01117|ROMAN CATHOLIC K.V.|NITTAMBUWA|0332204821|1. Western|Gampaha|Gampaha|Attanagalla
01118|SRI PAGNGNATISSA K.V.|ATTANAGALLA||1. Western|Gampaha|Gampaha|Attanagalla
01119|VIDYALOKA M.V.|PATTALAGEDARA, VEYANGODA.|0332288354|1. Western|Gampaha|Gampaha|Attanagalla
01130|RANPOKUNAGAMA M.V.|RANPOKUNAGAMA,NITTAMBUWA|0332280729|1. Western|Gampaha|Gampaha|Attanagalla
01131|GALAHITIYAWA M.M.V.|GALAHITIYAWA,GANEMULLA|0332260025|1. Western|Gampaha|Gampaha|Gampaha
01132|ANURA M.M.V.|YAKKALA|0332228191|1. Western|Gampaha|Gampaha|Gampaha
01133|AMBARALUWA M.V.|AMBARALUWA, WELIWERIYA|0332256657|1. Western|Gampaha|Gampaha|Gampaha
01134|RAJASINGHA M.V.|IMBULGODA|0332260420|1. Western|Gampaha|Gampaha|Gampaha
01135|SRI SEELANANDA M.V.|KOSSINNA, GANEMULLA|0332260417|1. Western|Gampaha|Gampaha|Gampaha
01136|BANDARANAYAKE M.V.|YAKKALA ROAD, GAMPAHA|0332222202|1. Western|Gampaha|Gampaha|Gampaha
01137|RATHNAVALI BALIKA V.|COLOMBO ROAD, GAMPAHA|0332222428|1. Western|Gampaha|Gampaha|Gampaha
01138|YASODARA DEVI BALIKA M.V.|VIDYALA ROAD,GAMPAHA|0332222746|1. Western|Gampaha|Gampaha|Gampaha
01139|SRI SIDDARTHA KUMARA M.V.|SRI VIJAYASRI MW, GAMPAHA|0332222571|1. Western|Gampaha|Gampaha|Gampaha
01140|HEMAMALI M.V.|GALAHITIYAWA, GANEMULLA|0332263234|1. Western|Gampaha|Gampaha|Gampaha
01141|SIRI SEEVALI M.V.|NEDUNGAMUWA|0332255242|1. Western|Gampaha|Gampaha|Gampaha
01142|SIRIPERAKUMBA M.V.|PARAKANDENIYA, IMBULGODA|0112969809|1. Western|Gampaha|Gampaha|Gampaha
01143|SRI SWARNAPALI M.V.|PAHALAYAGODA, GANEMULLA|0335684444|1. Western|Gampaha|Gampaha|Gampaha
01144|VIJAYA M.V.|BULUGAHAGODA, GANEMULLA||1. Western|Gampaha|Gampaha|Gampaha
01145|BOLLATHA DHARMAPALA M.V.|GANEMULLA|0112228135|1. Western|Gampaha|Gampaha|Gampaha
01146|VIDYAKARA M.V.|MABIMA, MAKEWITA|0332237676|1. Western|Gampaha|Gampaha|Gampaha
01147|CHANDRAJOTHI M.V.|YAKKALA|0332224816|1. Western|Gampaha|Gampaha|Gampaha
01148|MADDUMA BANDARA M.V.|WELIWERIYA|0332255063|1. Western|Gampaha|Gampaha|Gampaha
01149|HENARATHGODA KEPETIPOLA M.V.|MUDUNGODA|0332225878|1. Western|Gampaha|Gampaha|Gampaha
01150|KUMARADASA K.V.|AMUNUGODA, IMBULGODA|0332250206|1. Western|Gampaha|Gampaha|Gampaha
01153|EMBARALUWA MIHINDU K.V.|WELIWERIYA|0333334899|1. Western|Gampaha|Gampaha|Gampaha
01156|VIHARAMAHADEVI K.V.|PAHALA IMBULGODA, IMBULGODA||1. Western|Gampaha|Gampaha|Gampaha
01158|LUMBINI K.V.|IHALAYAGODA, GAMPAHA|0332250203|1. Western|Gampaha|Gampaha|Gampaha
01161|GAMUNU K.V.|KIRINDIWITA,GAMPAHA|0332236819|1. Western|Gampaha|Gampaha|Gampaha
01164|GAMINI K.V.|THIBBOTUGODA, GANEMULLA|0332263721|1. Western|Gampaha|Gampaha|Gampaha
01167|PARAKKRAMA M.V.|BANDARAWATTA, GAMPAHA|0332222755|1. Western|Gampaha|Gampaha|Gampaha
01168|GAJABA K.V.|CHURCH ROAD, GAMPAHA|0332232186|1. Western|Gampaha|Gampaha|Gampaha
01169|BELUMMAHARA SRI RAHULA K.V|MUDUNGODA|0333963069|1. Western|Gampaha|Gampaha|Gampaha
01176|WIMALADHARMASOORIYA K.V.|MORAGODA||1. Western|Gampaha|Gampaha|Gampaha
01177|RATHUPASWALA BODHIRAJA K.V.|MUDUNGODA|0335610554|1. Western|Gampaha|Gampaha|Gampaha
01180|GOTHAMI K.V.|VISHAKA ROAD, GAMPAHA|0332222207|1. Western|Gampaha|Gampaha|Gampaha
01183|HENEGAMA M.M.V|HENEGAMA|0332255299|1. Western|Gampaha|Kelaniya|Mahara
01184|KADAWATHA M.M.V|KADAWATHA|0112928750|1. Western|Gampaha|Kelaniya|Mahara
01185|UDUPILA WEERA VIJAYABA M.V.|DELGODA|0112402984|1. Western|Gampaha|Kelaniya|Mahara
01186|HOLY FAMILY BALIKA M.V.|KIRIMATIYAGARA,KADAWATHA|0112921186|1. Western|Gampaha|Kelaniya|Mahara
01188|KIRILLAWALA M.M.V|KIRILLAWALA|0112972506|1. Western|Gampaha|Kelaniya|Mahara
01189|BUTHPITIYA M.V.|BUTHPITIYA|0332278010|1. Western|Gampaha|Kelaniya|Mahara
01190|AMBAGASPITIYA M.V|AMBAGASPITIYA|0332278520|1. Western|Gampaha|Kelaniya|Mahara
01191|BATEPOLA M.V.|BATEPOLA,WATHURAGAMA|0332278016|1. Western|Gampaha|Kelaniya|Mahara
01192|JAYAKODY M.V.|KENDALIYADDA PALUWA GANEMULLA|0112974704|1. Western|Gampaha|Kelaniya|Mahara
01193|VIDYASADAKA M.V|GONGITOTA -WATTALA|0112942910|1. Western|Gampaha|Kelaniya|Mahara
01194|SKK SOORIARACHCHI M.V.|GONAHENA KADAWATHA|0112968188|1. Western|Gampaha|Kelaniya|Mahara
01195|DHARMARAJA M.V|MAHARANUGEGODA, RAGAMA|0112079899|1. Western|Gampaha|Kelaniya|Mahara
01196|WEBODA M.V.|WEBODA SOUTH, WEBODA.|0112970237|1. Western|Gampaha|Kelaniya|Mahara
01197|ST SEBASTIANS M V|EDERAMULLA,WATTALA|0112934466|1. Western|Gampaha|Kelaniya|Mahara
01198|SIRI SIDUHATH K.V.|ETIKEHELGALLA WELIWERIYA|0112963327|1. Western|Gampaha|Kelaniya|Mahara
01199|IHALAKARAGAHAMUNA VIYALOKA M.V|IHALAKARAGAHAMUNA, KADAWATHA|0112925354|1. Western|Gampaha|Kelaniya|Mahara
01201|KADAWATHA R.C K.V|IHALAKARAGAHAMUNA,KADAWATHA|0112901804|1. Western|Gampaha|Kelaniya|Mahara
01203|KAHATANA K.V|KAHATANA,HENEGAMA|0332256852|1. Western|Gampaha|Kelaniya|Mahara
01204|KIRIMETIYAGARA R.C K.V|KIRIMETIYAGARA,KADAWATHA|0112928671|1. Western|Gampaha|Kelaniya|Mahara
01205|DALUPITIYA VIDYACHANDRA K.V.|DALUPITIYA,MAHARA,KADAWATHA.|0112928082|1. Western|Gampaha|Kelaniya|Mahara
01207|SRI SANGAMITHTHA M V|NALIGAMA, RAGAMA|0112952398|1. Western|Gampaha|Kelaniya|Mahara
01208|WEBODA NORTH VIDYADEEPA M.V.|WEBODA NORTH,WEBODA|0332259696|1. Western|Gampaha|Kelaniya|Mahara
01209|WILIMBULA K.V.|WILIMBULA,HENEGAMA|0333650965|1. Western|Gampaha|Kelaniya|Mahara
01210|HENEGAMA MAHABODHI K V|HENEGAMA|0332257725|1. Western|Gampaha|Kelaniya|Mahara
01212|KIRIKITHTA K V|KIRIKITHTA ,WELIWERIYA|0726354440|1. Western|Gampaha|Kelaniya|Mahara
01216|SRI RAHULA M.V|ENDERAMULLA,WATTALA|0112947128|1. Western|Gampaha|Kelaniya|Mahara
01223|URUWALA K.V.|URUWELA,BUTHPITIYA|0335611694|1. Western|Gampaha|Kelaniya|Mahara
01226|KIRINDIWELA M.M.V.|KIRINDIWELA|0332267426|1. Western|Gampaha|Gampaha|Dompe (Weke)
01227|PADMAWATHI M.M.V.|DEKATANA|0112570468|1. Western|Gampaha|Gampaha|Dompe (Weke)
01228|SIYANE NATINOL SCHOOL|PALUGAMA,DOMPE|0112536425|1. Western|Gampaha|Gampaha|Dompe (Weke)
01229|MAHAGAMASEKARA M.V.|THUNMAN HANDIYA,RADAWANA|0332267469|1. Western|Gampaha|Gampaha|Dompe (Weke)
01230|MANDAWALA M.V.|MANDAWALA|0332247248|1. Western|Gampaha|Gampaha|Dompe (Weke)
01231|DHRMARAJA M.V.|DANGALLA,PEPILIYAWALA|0718184475|1. Western|Gampaha|Gampaha|Dompe (Weke)
01232|BODHIRAJA M.V.|OVITIGAMA,PUGODA|0112404352|1. Western|Gampaha|Gampaha|Dompe (Weke)
01233|WERAHERA BANDARANAYAKA M.V.|WERAHERA PEPILIYAWALA|0332268813|1. Western|Gampaha|Gampaha|Dompe (Weke)
